name,picIDs,categoryName,typeName,period
K1B015475,"K1B015475N000000000PAB,K1B015475N000000000PAC,K1B015475N000000000PAD",瓷器,碗,NA
K1B015476,"K1B015476N000000000PAB,K1B015476N000000000PAD,K1B015476N000000000PAG",瓷器,碗,NA
K1B015560,"K1B015560N000000000PAB,K1B015560N000000000PAD,K1B015560N000000000PAG",瓷器,罐,NA
K1B015633,K1B015633N000000000PAB,瓷器,尊,清
K1B015656,"K1B015656N000000000PAB,K1B015656N000000000PAE,K1B015656N000000000PAF",瓷器,壺,明
K1B015875,"K1B015875N000000000PAB,K1B015875N000000000PAC,K1B015875N000000000PAD",瓷器,碗,宋
K1B015880,"K1B015880N000000000PAB,K1B015880N000000000PAE",瓷器,碗,明
K1B015945,"K1B015945N000000000PAD,K1B015945N000000000PAE",瓷器,NA,明
K1B015946,"K1B015946N000000000PAB,K1B015946N000000000PAE,K1B015946N000000000PAF",瓷器,NA,明
K1B015998,"K1B015998N000000000PAB,K1B015998N000000000PAD",瓷器,碗,明
K1B016012,"K1B016012N000000000PAB,K1B016012N000000000PAC,K1B016012N000000000PAH",瓷器,盤,明
K1B016063,"K1B016063N000000000PAB,K1B016063N000000000PAD",瓷器,盤,明
K1B016092,"K1B016092N000000000PAB,K1B016092N000000000PAE",瓷器,碗,清
K1B016237,"K1B016237N000000000PAB,K1B016237N000000000PAF,K1B016237N000000000PAG",瓷器,鍾,明
K1B016238,"K1B016238N000000000PAC,K1B016238N000000000PAF,K1B016238N000000000PAG",瓷器,鍾,明
K1B016265,"K1B016265N000000000PAB,K1B016265N000000000PAI,K1B016265N000000000PAJ",瓷器,鍾,明
K1B016268,"K1B016268N000000000PAB,K1B016268N000000000PAD,K1B016268N000000000PAE",瓷器,鍾,明
K1B016579,K1B016579N000000000PAD,瓷器,杯,明
K1B016606,"K1B016606N000000000PAB,K1B016606N000000000PAC,K1B016606N000000000PAG",瓷器,瓶,宋
K1B016759,"K1B016759N000000000PAC,K1B016759N000000000PAE",瓷器,壺,明
K1B016761,"K1B016761N000000000PAB,K1B016761N000000000PAD",瓷器,NA,明
K1B016767,K1B016767N000000000PAB,瓷器,罐,宋
K1B016774,"K1B016774N000000000PAB,K1B016774N000000000PAG,K1B016774N000000000PAI",瓷器,鍾,明
K1B016777,"K1B016777N000000000PAB,K1B016777N000000000PDB",瓷器,杯,清
K1B016778,"K1B016778N000000000PAB,K1B016778N000000000PAC,K1B016778N000000000PAF",瓷器,杯,清
K1B016784,"K1B016784N000000000PAB,K1B016784N000000000PAE",瓷器,碗,明
K1B016788,"K1B016788N000000000PAB,K1B016788N000000000PAC,K1B016788N000000000PAD",瓷器,瓶,明
K1B016796,"K1B016796N000000000PAC,K1B016796N000000000PAD",瓷器,NA,明
K1B016831,"K1B016831N000000000PAC,K1B016831N000000000PAE",瓷器,洗,明
K1B016863,"K1B016863N000000000PAB,K1B016863N000000000PAC",瓷器,洗,明
K1B016874,K1B016874N000000000PAB,瓷器,壺,清
K1B016928,K1B016928N000000000PAB,瓷器,洗,宋
K1B016929,K1B016929N000000000PAC,瓷器,碗,宋
K1B016930,K1B016930N000000000PAB,瓷器,壺,NA
K1B016932,K1B016932N000000000PAB,瓷器,壺,元
K1B016947,"K1B016947N000000000PAB,K1B016947N000000000PAC,K1B016947N000000000PAG",瓷器,NA,清
K1B016952,"K1B016952N000000000PAC,K1B016952N000000000PAE,K1B016952N000000000PAF",瓷器,瓶,明
K1B016953,"K1B016953N000000000PAB,K1B016953N000000000PAD",瓷器,壺,清
K1B016954,"K1B016954N000000000PAB,K1B016954N000000000PAD",瓷器,壺,清
K1B016957,"K1B016957N000000000PAB,K1B016957N000000000PAC,K1B016957N000000000PAD",瓷器,壺,明
K1B016965,"K1B016965N000000000PAB,K1B016965N000000000PAC",瓷器,瓶,清
K1B016968,"K1B016968N000000000PAB,K1B016968N000000000PAD,K1B016968N000000000PAE",瓷器,碗,清
K1B016969,"K1B016969N000000000PAC,K1B016969N000000000PAE,K1B016969N000000000PAF",瓷器,碗,清
K1B016970,"K1B016970N000000000PAB,K1B016970N000000000PAC,K1B016970N000000000PAD",瓷器,碗,清
K1B016971,"K1B016971N000000000PAC,K1B016971N000000000PAD,K1B016971N000000000PAJ",瓷器,碗,清
K1B016972,"K1B016972N000000000PAB,K1B016972N000000000PAD,K1B016972N000000000PAF",瓷器,碗,清
K1B016973,"K1B016973N000000000PAB,K1B016973N000000000PAD,K1B016973N000000000PAE",瓷器,碗,清
K1B016975,"K1B016975N000000000PAB,K1B016975N000000000PAC,K1B016975N000000000PAD",瓷器,壺,清
K1B016976,"K1B016976N000000000PAB,K1B016976N000000000PAC,K1B016976N000000000PAD",瓷器,壺,清
K1B016977,"K1B016977N000000000PAB,K1B016977N000000000PAC,K1B016977N000000000PAD",瓷器,壺,清
K1B016979,"K1B016979N000000000PAB,K1B016979N000000000PAD",瓷器,碗,清
K1B016988,"K1B016988N000000000PAB,K1B016988N000000000PAC",瓷器,盆,宋
K1B016991,K1B016991N000000000PAB,瓷器,碗,宋
K1B017002,K1B017002N000000000PAB,瓷器,碟,清
K1B017023,"K1B017023N000000000PAB,K1B017023N000000000PAC,K1B017023N000000000PAE",瓷器,碗,清
K1B017036,K1B017036N000000000PAB,瓷器,盤,清
K1B017054,K1B017054N000000000PAB,瓷器,碟,清
K1B017086,"K1B017086N000000000PAB,K1B017086N000000000PAC,K1B017086N000000000PAD",瓷器,碗,清
K1B017100,K1B017100N000000000PAB,瓷器,碟,清
K1B017137,K1B017137N000000000PAB,瓷器,碟,元
K1B017141,"K1B017141N000000000PAB,K1B017141N000000000PAD,K1B017141N000000000PAJ",瓷器,盞,宋
K1B017143,K1B017143N000000000PAB,瓷器,洗,NA
K1B017149,K1B017149N000000000PAB,瓷器,洗,NA
K1B017150,K1B017150N000000000PAB,瓷器,碟,元
K1B017169,K1B017169N000000000PAB,瓷器,瓶,清
K1B017177,"K1B017177N000000000PAB,K1B017177N000000000PAC,K1B017177N000000000PAD",瓷器,碗,清
K1B017183,"K1B017183N000000000PAB,K1B017183N000000000PAE,K1B017183N000000000PAH",瓷器,壺,清
K1B017187,K1B017187N000000000PAB,瓷器,盆,NA
K1B017188,K1B017188N000000000PAB,瓷器,盆,元
K1B017215,K1B017215N000000000PAB,瓷器,瓶,清
K1B017222,"K1B017222N000000000PAB,K1B017222N000000000PAC,K1B017222N000000000PAF",瓷器,碗,元
K1B017270,"K1B017270N000000000PAB,K1B017270N000000000PAC,K1B017270N000000000PAE",瓷器,鍾,清
K1B017271,"K1B017271N000000000PAB,K1B017271N000000000PAC,K1B017271N000000000PAE",瓷器,鍾,清
K1B017309,K1B017309N000000000PAB,瓷器,碗,清
K1B017323,K1B017323N000000000PAB,瓷器,碗,清
K1B017341,K1B017341N000000000PAB,瓷器,碗,清
K1B017344,K1B017344N000000000PAB,瓷器,碗,清
K1B017370,"K1B017370N000000000PAB,K1B017370N000000000PAC",瓷器,盤,元
K1B017371,"K1B017371N000000000PAB,K1B017371N000000000PAC,K1B017371N000000000PAD",瓷器,杯,元
K1B017379,K1B017379N000000000PAB,瓷器,瓶,宋
K1B017392,K1B017392N000000000PAB,瓷器,碟,元
K1B017395,"K1B017395N000000000PAB,K1B017395N000000000PAC,K1B017395N000000000PAD",瓷器,杯,清
K1B017396,"K1B017396N000000000PAB,K1B017396N000000000PAC",瓷器,杯,清
K1B017397,"K1B017397N000000000PAB,K1B017397N000000000PAC,K1B017397N000000000PAD",瓷器,杯,清
K1B017398,"K1B017398N000000000PAB,K1B017398N000000000PAC",瓷器,杯,清
K1B017399,K1B017399N000000000PAB,瓷器,杯,清
K1B017400,K1B017400N000000000PAB,瓷器,壺,明
K1B017413,K1B017413N000000000PAB,瓷器,盞,宋
K1B017414,K1B017414N000000000PAB,瓷器,NA,NA
K1B017425,"K1B017425N000000000PAB,K1B017425N000000000PAE,K1B017425N000000000PAG",瓷器,NA,元
K1B017447,K1B017447N000000000PAB,瓷器,爐,元
K1B017448,K1B017448N000000000PAB,瓷器,爐,元
K1B017452,K1B017452N000000000PAB,瓷器,盤,元
K1B017455,K1B017455N000000000PAB,瓷器,盤,元
K1B017456,K1B017456N000000000PAB,瓷器,洗,NA
K1B017457,K1B017457N000000000PAB,瓷器,洗,NA
K1B017459,K1B017459N000000000PAB,瓷器,爐,宋
K1B017464,K1B017464N000000000PAB,瓷器,碗,元
K1B017468,K1B017468N000000000PAB,瓷器,NA,清
K1B017486,K1B017486N000000000PAB,瓷器,碗,清
K1B017516,"K1B017516N000000000PAB,K1B017516N000000000PAC,K1B017516N000000000PAD",瓷器,碗,清
K1B017517,"K1B017517N000000000PAC,K1B017517N000000000PAE,K1B017517N000000000PAF",瓷器,碗,清
K1B017535,K1B017535N000000000PAB,瓷器,盤,清
K1B017541,K1B017541N000000000PAB,瓷器,碗,清
K1B017543,K1B017543N000000000PAB,瓷器,碗,清
K1B017547,K1B017547N000000000PAB,瓷器,碗,清
K1B017560,"K1B017560N000000000PAB,K1B017560N000000000PAC,K1B017560N000000000PAD",瓷器,壺,清
K1B017568,"K1B017568N000000000PAB,K1B017568N000000000PAC,K1B017568N000000000PAD,K1B017568N000000000PAE,K1B017568N000000000PAG,K1B017568N000000000PAH",瓷器,碗,清
K1B017588,K1B017588N000000000PAB,瓷器,瓶,清
K1B017599,"K1B017599N000000000PAB,K1B017599N000000000PAD,K1B017599N000000000PAE",瓷器,瓶,清
K1B017600,"K1B017600N000000000PAB,K1B017600N000000000PAC,K1B017600N000000000PAE",瓷器,瓶,清
K1B017601,"K1B017601N000000000PAB,K1B017601N000000000PAD,K1B017601N000000000PAE",瓷器,壺,清
K1B017602,"K1B017602N000000000PAB,K1B017602N000000000PAD,K1B017602N000000000PAG",瓷器,壺,清
K1B017638,K1B017638N000000000PAB,瓷器,罐,明
K1B017641,"K1B017641N000000000PAB,K1B017641N000000000PAD",瓷器,鍾,明
K1B017642,"K1B017642N000000000PAB,K1B017642N000000000PAE",瓷器,碗,明
K1B017643,"K1B017643N000000000PAB,K1B017643N000000000PAE,K1B017643N000000000PAF",瓷器,鍾,明
K1B017644,"K1B017644N000000000PAB,K1B017644N000000000PAD",瓷器,罐,明
K1B017646,"K1B017646N000000000PAB,K1B017646N000000000PAC",瓷器,瓶,清
K1B017647,"K1B017647N000000000PAB,K1B017647N000000000PBB,K1B017647N000000000PBC",瓷器,瓶,清
K1B017652,"K1B017652N000000000PAB,K1B017652N000000000PAC,K1B017652N000000000PAD",瓷器,瓶,清
K1B017664,"K1B017664N000000000PAB,K1B017664N000000000PAE",瓷器,洗,明
K1B017677,K1B017677N000000000PAB,瓷器,NA,NA
K1B017699,K1B017699N000000000PAB,瓷器,盆,宋
K1B017707,K1B017707N000000000PAB,瓷器,碗,元
K1B017708,"K1B017708N000000000PAB,K1B017708N000000000PAF",瓷器,碗,元
K1B017710,"K1B017710N000000000PAB,K1B017710N000000000PAC,K1B017710N000000000PAF",瓷器,爐,元
K1B017711,K1B017711N000000000PAB,瓷器,爐,元
K1B017712,"K1B017712N000000000PAB,K1B017712N000000000PAE,K1B017712N000000000PAF",瓷器,爐,NA
K1B017717,K1B017717N000000000PAB,瓷器,洗,宋
K1B017718,K1B017718N000000000PAB,瓷器,盤,宋
K1B017719,K1B017719N000000000PAB,瓷器,盤,宋
K1B017721,K1B017721N000000000PAB,瓷器,碟,NA
K1B017727,"K1B017727N000000000PAB,K1B017727N000000000PAF,K1B017727N000000000PAG",瓷器,碗,NA
K1B017753,"K1B017753N000000000PAC,K1B017753N000000000PAE",瓷器,壺,清
K1B017755,"K1B017755N000000000PAB,K1B017755N000000000PAE",瓷器,杯,明
K1B017756,K1B017756N000000000PAD,瓷器,瓶,明
K1B017759,K1B017759N000000000PAB,瓷器,鍾,明
K1B017764,"K1B017764N000000000PAB,K1B017764N000000000PAJ",瓷器,壺,明
K1B017774,"K1B017774N000000000PAB,K1B017774N000000000PAD,K1B017774N000000000PAH",瓷器,壺,宋
K1B017781,K1B017781N000000000PAB,瓷器,爐,NA
K1B017788,K1B017788N000000000PAB,瓷器,碗,宋
K1B017790,K1B017790N000000000PAB,瓷器,盆,清
K1B017792,K1B017792N000000000PAB,瓷器,NA,NA
K1B017798,"K1B017798N000000000PAB,K1B017798N000000000PAF,K1B017798N000000000PAG,K1B017798N000000000PAH",瓷器,洗,NA
K1B017810,"K1B017810N000000000PAB,K1B017810N000000000PAE,K1B017810N000000000PAG",瓷器,NA,明
K1B017814,K1B017814N000000000PAH,瓷器,壺,明
K1B017815,"K1B017815N000000000PAB,K1B017815N000000000PAE",瓷器,NA,明
K1B017824,"K1B017824N000000000PAB,K1B017824N000000000PAE",瓷器,杯,明
K1B017825,"K1B017825N000000000PAC,K1B017825N000000000PAE",瓷器,壺,明
K1B017826,K1B017826N000000000PAB,瓷器,碗,NA
K1B017827,"K1B017827N000000000PAC,K1B017827N000000000PAE",瓷器,瓶,宋
K1B017829,K1B017829N000000000PAB,瓷器,NA,NA
K1B017833,K1B017833N000000000PAB,瓷器,碗,元
K1B017834,K1B017834N000000000PAB,瓷器,碗,元
K1B017837,"K1B017837N000000000PAB,K1B017837N000000000PAC,K1B017837N000000000PAD",瓷器,鍾,明
K1B017844,"K1B017844N000000000PAB,K1B017844N000000000PAC,K1B017844N000000000PAE",瓷器,盒,明
K1B017845,"K1B017845N000000000PAB,K1B017845N000000000PAI,K1B017845N000000000PAJ",瓷器,洗,清
K1B017849,K1B017849N000000000PAB,瓷器,洗,宋
K1B017854,K1B017854N000000000PAB,瓷器,盤,宋
K1B017856,K1B017856N000000000PAE,瓷器,瓶,宋
K1B017860,"K1B017860N000000000PAB,K1B017860N000000000PAC",瓷器,瓶,清
K1B017861,"K1B017861N000000000PAB,K1B017861N000000000PAC,K1B017861N000000000PAE",瓷器,尊,NA
K1B017871,"K1B017871N000000000PAB,K1B017871N000000000PAE",瓷器,碗,元
K1B017876,K1B017876N000000000PAB,瓷器,碟,清
K1B017886,"K1B017886N000000000PAB,K1B017886N000000000PAF",瓷器,尊,明
K1B017888,K1B017888N000000000PAB,瓷器,洗,NA
K1B017894,"K1B017894N000000000PAC,K1B017894N000000000PAG",瓷器,碗,清
K1B017907,K1B017907N000000000PAB,瓷器,洗,宋
K1B017908,K1B017908N000000000PAB,瓷器,洗,宋
K1B017909,K1B017909N000000000PAB,瓷器,洗,宋
K1B017911,K1B017911N000000000PAB,瓷器,洗,宋
K1B017944,"K1B017944N000000000PAB,K1B017944N000000000PAC,K1B017944N000000000PAD",瓷器,碟,清
K1B017945,"K1B017945N000000000PAB,K1B017945N000000000PAC,K1B017945N000000000PAD",瓷器,碟,清
K1B017952,"K1B017952N000000000PAB,K1B017952N000000000PAC,K1B017952N000000000PAD",瓷器,瓶,清
K1B017953,"K1B017953N000000000PAB,K1B017953N000000000PAD,K1B017953N000000000PAE",瓷器,瓶,清
K1B017956,K1B017956N000000000PAB,瓷器,NA,清
K1B017959,K1B017959N000000000PAB,瓷器,盒,清
K1B017962,K1B017962N000000000PAB,瓷器,壺,NA
K1B017966,"K1B017966N000000000PAB,K1B017966N000000000PAC,K1B017966N000000000PAD",瓷器,杯,明
K1B018006,"K1B018006N000000000PAB,K1B018006N000000000PAC,K1B018006N000000000PAD",瓷器,瓶,清
K1B018033,"K1B018033N000000000PAC,K1B018033N000000000PAD,K1B018033N000000000PAE",瓷器,爐,宋
K1B018034,K1B018034N000000000PAB,瓷器,碗,宋
K1B018035,K1B018035N000000000PAB,瓷器,碗,宋
K1B018036,K1B018036N000000000PAB,瓷器,NA,宋
K1B018048,K1B018048N000000000PAB,瓷器,碟,宋
K1B018050,"K1B018050N000000000PAB,K1B018050N000000000PAC",瓷器,NA,明
K1B018052,"K1B018052N000000000PAB,K1B018052N000000000PAC",瓷器,NA,NA
K1B018054,K1B018054N000000000PAB,瓷器,盆,清
K1B018115,"K1B018115N000000000PAB,K1B018115N000000000PAD",瓷器,瓶,元
K1B018120,"K1B018120N000000000PAB,K1B018120N000000000PAC,K1B018120N000000000PAE",瓷器,瓶,明
K1B018121,"K1B018121N000000000PAB,K1B018121N000000000PAC,K1B018121N000000000PAD",瓷器,杯,明
K1B018126,"K1B018126N000000000PAB,K1B018126N000000000PAC,K1B018126N000000000PAD",瓷器,碟,明
K1B018127,"K1B018127N000000000PAB,K1B018127N000000000PAC,K1B018127N000000000PAD",瓷器,碟,明
K1B018129,"K1B018129N000000000PAB,K1B018129N000000000PAC,K1B018129N000000000PAD",瓷器,碟,明
K1B018130,"K1B018130N000000000PAB,K1B018130N000000000PAC,K1B018130N000000000PAD",瓷器,碟,明
K1B018131,"K1B018131N000000000PAB,K1B018131N000000000PAC,K1B018131N000000000PAD",瓷器,碟,明
K1B018132,"K1B018132N000000000PAB,K1B018132N000000000PAC,K1B018132N000000000PAD",瓷器,NA,清
K1B018133,"K1B018133N000000000PAB,K1B018133N000000000PAC,K1B018133N000000000PAD",瓷器,NA,明
K1B018134,"K1B018134N000000000PAB,K1B018134N000000000PAC,K1B018134N000000000PAD",瓷器,NA,明
K1B018148,K1B018148N000000000PAB,瓷器,尊,清
K1B018151,"K1B018151N000000000PAC,K1B018151N000000000PAE",瓷器,碗,宋
K1B018170,K1B018170N000000000PAB,瓷器,瓶,元
K1B018171,K1B018171N000000000AA,瓷器,罐,明
K1B018172,"K1B018172N000000000PAB,K1B018172N000000000PAC",瓷器,盞,宋
K1B018182,K1B018182N000000000PAB,瓷器,盤,宋
K1B018224,K1B018224N000000000PAB,瓷器,碟,宋
K1B018267,K1B018267N000000000PAB,瓷器,杯,清
K1B018270,K1B018270N000000000PAB,瓷器,瓶,清
K1B018312,K1B018312N000000000PAB,瓷器,碗,NA
K1B018325,K1B018325N000000000PAB,瓷器,碟,明
K1B018329,K1B018329N000000000PAB,瓷器,瓶,清
K1B018339,K1B018339N000000000PAB,瓷器,碗,NA
K1B018353,K1B018353N000000000PAB,瓷器,NA,NA
K1B018354,K1B018354N000000000PAB,瓷器,碟,NA
K1B018362,K1B018362N000000000PAB,瓷器,瓶,清
